This is a logfile generated by pires.obd.readerlat:42.62572901;long:-71.05901784;alt:33.0;vehicleid:;readings:otocol AUTO=OK; Reset OBD=ATZELM327v1.3a; Echo Off=OK; Timeout=OK; Line Feed Off=OK
TIME;LATITUDE;LONGITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1460512172116;42.62572901;-71.05901784;33.0;;14.6psi;141.8F;NODATA;32.9%;NODATA;837RPM;NODATA;4.06g/s;null;null;NODATA;Gasoline;95.0F;NODATA;0.00mph;NODATA;1.6%;00:00:15;16.1%;MIL is OFF0 codes;;57.6%;1.0%
1460512178126;42.62572901;-71.05901784;33.0;;14.6psi;141.8F;NODATA;32.5%;NODATA;910RPM;NODATA;4.23g/s;null;null;NODATA;Gasoline;95.0F;NODATA;0.00mph;NODATA;2.3%;00:00:22;16.1%;MIL is OFF0 codes;;54.5%;1.0%
1460512186153;42.62576641;-71.0590724;23.0;;14.6psi;143.6F;NODATA;32.2%;NODATA;935RPM;NODATA;4.25g/s;null;null;NODATA;Gasoline;93.2F;NODATA;0.00mph;NODATA;2.3%;00:00:28;16.1%;MIL is OFF0 codes;;57.3%;1.0%
1460512194198;42.62576641;-71.0590724;23.0;;14.6psi;145.4F;NODATA;40.8%;NODATA;862RPM;NODATA;5.10g/s;null;null;NODATA;Gasoline;91.4F;NODATA;1.86mph;NODATA;3.1%;00:00:36;16.9%;MIL is OFF0 codes;;58.0%;1.0%
1460512200243;42.62576641;-71.0590724;23.0;;14.6psi;147.2F;NODATA;42.4%;NODATA;792RPM;NODATA;6.54g/s;null;null;NODATA;Gasoline;86.0F;NODATA;4.97mph;NODATA;3.1%;00:00:44;17.6%;MIL is OFF0 codes;;56.1%;1.0%
1460512208281;42.62554766;-71.05919891;22.0;;14.6psi;149.0F;NODATA;56.5%;NODATA;1629RPM;NODATA;14.00g/s;null;null;NODATA;Gasoline;82.4F;NODATA;6.84mph;NODATA;0.0%;00:00:50;20.8%;MIL is OFF0 codes;;73.3%;1.0%
1460512216308;42.62566201;-71.05957039;22.0;;14.6psi;150.8F;NODATA;58.8%;NODATA;1492RPM;NODATA;13.48g/s;null;null;NODATA;Gasoline;78.8F;NODATA;14.29mph;NODATA;-0.8%;00:00:58;20.4%;MIL is OFF0 codes;;69.0%;1.0%
1460512224341;42.62618794;-71.06032057;19.0;;14.6psi;154.4F;NODATA;80.0%;NODATA;1415RPM;NODATA;18.39g/s;null;null;NODATA;Gasoline;77.0F;NODATA;26.72mph;NODATA;0.0%;00:01:06;23.1%;MIL is OFF0 codes;;63.1%;1.0%
1460512236382;42.62724409;-71.06180373;14.0;;14.6psi;161.6F;NODATA;75.7%;NODATA;1683RPM;NODATA;20.03g/s;null;null;NODATA;Gasoline;77.0F;NODATA;37.90mph;NODATA;0.0%;00:01:16;22.7%;MIL is OFF0 codes;;63.1%;1.0%
1460512242404;42.62799893;-71.06294221;10.0;;14.6psi;163.4F;NODATA;59.2%;NODATA;1418RPM;NODATA;12.57g/s;null;null;NODATA;Gasoline;75.2F;NODATA;41.63mph;NODATA;-0.8%;00:01:26;20.0%;MIL is OFF0 codes;;69.8%;1.0%
1460512250447;42.62892912;-71.0643016;7.0;;14.6psi;165.2F;NODATA;44.3%;NODATA;1284RPM;NODATA;4.28g/s;null;null;NODATA;Gasoline;77.0F;NODATA;41.01mph;NODATA;0.0%;00:01:32;16.1%;MIL is OFF0 codes;;69.8%;1.0%
1460512256498;42.62961994;-71.06534976;7.0;;14.6psi;165.2F;NODATA;63.9%;NODATA;1271RPM;NODATA;12.68g/s;null;null;NODATA;Gasoline;73.4F;NODATA;44.12mph;NODATA;1.6%;00:01:39;20.4%;MIL is OFF0 codes;;67.1%;1.0%
1460512262544;42.63033849;-71.06646437;5.0;;14.6psi;167.0F;NODATA;66.3%;NODATA;1346RPM;NODATA;14.31g/s;null;null;NODATA;Gasoline;71.6F;NODATA;46.60mph;NODATA;0.0%;00:01:46;21.2%;MIL is OFF0 codes;;65.1%;1.0%
1460512268571;42.63106628;-71.0676153;3.0;;14.6psi;168.8F;NODATA;67.5%;NODATA;1400RPM;NODATA;14.98g/s;null;null;NODATA;Gasoline;69.8F;NODATA;47.22mph;NODATA;-0.8%;00:01:51;21.2%;MIL is OFF0 codes;;65.1%;1.0%
1460512274627;42.63180508;-71.06876609;2.0;;14.6psi;170.6F;NODATA;67.1%;NODATA;1418RPM;NODATA;14.98g/s;null;null;NODATA;Gasoline;68.0F;NODATA;46.60mph;NODATA;-0.8%;00:01:57;21.2%;MIL is OFF0 codes;;66.3%;1.0%
1460512280651;42.63254232;-71.06993776;3.0;;14.6psi;172.4F;NODATA;66.7%;NODATA;1413RPM;NODATA;14.96g/s;null;null;NODATA;Gasoline;68.0F;NODATA;46.60mph;NODATA;-0.8%;00:02:03;21.2%;MIL is OFF0 codes;;66.3%;1.0%
1460512286688;42.63323213;-71.07113366;3.0;;14.6psi;172.4F;NODATA;66.3%;NODATA;1409RPM;NODATA;14.81g/s;null;null;NODATA;Gasoline;68.0F;NODATA;null;NODATA;-1.6%;00:02:09;21.2%;MIL is OFF0 codes;;66.3%;1.0%
1460512294731;42.63405014;-71.07278402;9.0;;14.6psi;176.0F;NODATA;65.9%;NODATA;1368RPM;NODATA;14.54g/s;null;null;NODATA;Gasoline;66.2F;NODATA;44.74mph;NODATA;-0.8%;00:02:15;20.8%;MIL is OFF0 codes;;65.9%;1.0%
1460512300770;42.63469189;-71.07400174;13.0;;14.6psi;176.0F;NODATA;66.3%;NODATA;1367RPM;NODATA;14.40g/s;null;null;NODATA;Gasoline;64.4F;NODATA;45.98mph;NODATA;-0.8%;00:02:23;21.2%;MIL is OFF0 codes;;65.9%;1.0%
1460512306816;42.63532269;-71.07523599;17.0;;14.6psi;177.8F;NODATA;65.1%;NODATA;1396RPM;NODATA;14.26g/s;null;null;NODATA;Gasoline;64.4F;NODATA;45.36mph;NODATA;0.8%;00:02:29;20.8%;MIL is OFF0 codes;;66.3%;1.0%
1460512312875;42.6360313;-71.07640551;15.0;;14.6psi;177.8F;NODATA;63.5%;NODATA;1385RPM;NODATA;13.50g/s;null;null;NODATA;Gasoline;64.4F;NODATA;44.74mph;NODATA;2.3%;00:02:35;20.8%;MIL is OFF0 codes;;67.1%;1.0%
1460512320908;42.6370175;-71.07774099;14.0;;14.6psi;177.8F;NODATA;52.9%;NODATA;1321RPM;NODATA;9.50g/s;null;null;NODATA;Gasoline;66.2F;NODATA;41.63mph;NODATA;2.3%;00:02:41;18.8%;MIL is OFF0 codes;;76.1%;1.0%
1460512326949;42.63778025;-71.07861003;13.0;;14.6psi;179.6F;NODATA;65.5%;NODATA;1245RPM;NODATA;12.60g/s;null;null;NODATA;Gasoline;62.6F;NODATA;41.01mph;NODATA;4.7%;00:02:49;20.4%;MIL is OFF0 codes;;65.5%;1.0%
1460512332973;42.63869252;-71.07956664;14.0;;14.6psi;179.6F;NODATA;66.3%;NODATA;1303RPM;NODATA;13.64g/s;null;null;NODATA;Gasoline;60.8F;NODATA;41.01mph;NODATA;7.0%;00:02:54;21.2%;MIL is OFF0 codes;;64.3%;1.0%
1460512341001;42.6392495;-71.0801099;14.0;;14.6psi;181.4F;NODATA;24.3%;NODATA;1271RPM;NODATA;4.40g/s;null;null;NODATA;Gasoline;66.2F;NODATA;13.05mph;NODATA;0.0%;00:03:01;16.1%;MIL is OFF0 codes;;70.2%;0.0%
1460512347022;42.63931601;-71.08051677;15.0;;14.6psi;179.6F;NODATA;60.4%;NODATA;1642RPM;NODATA;15.35g/s;null;null;NODATA;Gasoline;60.8F;NODATA;13.67mph;NODATA;0.8%;00:03:08;21.2%;MIL is OFF0 codes;;67.8%;0.0%
1460512353050;42.63943217;-71.0812647;16.0;;14.6psi;181.4F;NODATA;70.2%;NODATA;1521RPM;NODATA;20.95g/s;null;null;NODATA;Gasoline;59.0F;NODATA;24.23mph;NODATA;0.8%;00:03:14;23.5%;MIL is OFF0 codes;;65.1%;1.0%
1460512359087;42.63951946;-71.08214121;22.0;;14.6psi;183.2F;NODATA;76.9%;NODATA;1496RPM;NODATA;20.59g/s;null;null;NODATA;Gasoline;59.0F;NODATA;29.83mph;NODATA;2.3%;00:03:20;24.7%;MIL is OFF0 codes;;60.4%;1.0%
1460512365128;42.63963354;-71.08299366;26.0;;14.6psi;185.0F;NODATA;60.8%;NODATA;1767RPM;NODATA;15.76g/s;null;null;NODATA;Gasoline;59.0F;NODATA;27.96mph;NODATA;0.8%;00:03:26;21.2%;MIL is OFF0 codes;;69.0%;1.0%
1460512371178;42.63988532;-71.08380493;26.0;;14.5psi;186.8F;NODATA;65.1%;NODATA;1810RPM;NODATA;18.85g/s;null;null;NODATA;Gasoline;57.2F;NODATA;27.96mph;NODATA;0.0%;00:03:32;22.4%;MIL is OFF0 codes;;67.8%;1.0%
1460512379229;42.64035815;-71.08483408;29.0;;14.5psi;188.6F;NODATA;64.3%;NODATA;1818RPM;NODATA;4.64g/s;null;null;NODATA;Gasoline;57.2F;NODATA;26.72mph;NODATA;-2.3%;00:03:38;16.1%;MIL is OFF0 codes;;67.5%;1.0%
1460512385261;42.6403447;-71.08553839;33.0;;14.5psi;190.4F;NODATA;47.5%;NODATA;1440RPM;NODATA;13.87g/s;null;null;NODATA;Gasoline;55.4F;NODATA;22.99mph;NODATA;2.3%;00:03:46;20.8%;MIL is OFF0 codes;;72.2%;1.0%
1460512391296;42.64006038;-71.0863977;36.0;;14.5psi;192.2F;NODATA;73.3%;NODATA;1961RPM;NODATA;23.60g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.83mph;NODATA;3.1%;00:03:52;24.3%;MIL is OFF0 codes;;64.3%;1.0%
1460512399347;42.63972398;-71.08739242;37.0;;14.6psi;194.0F;NODATA;55.7%;NODATA;1443RPM;NODATA;6.60g/s;null;null;NODATA;Gasoline;59.0F;NODATA;24.23mph;NODATA;-8.6%;00:03:58;15.7%;MIL is OFF0 codes;;71.8%;0.0%
1460512405368;42.63965371;-71.08760531;37.0;;14.5psi;192.2F;NODATA;36.9%;NODATA;889RPM;NODATA;4.67g/s;null;null;NODATA;Gasoline;57.2F;NODATA;null;NODATA;-0.8%;00:04:06;16.1%;MIL is OFF0 codes;;67.1%;1.0%
1460512413423;42.63911651;-71.08806923;36.0;;14.5psi;192.2F;NODATA;62.4%;NODATA;1650RPM;NODATA;17.35g/s;null;null;NODATA;Gasoline;55.4F;NODATA;22.99mph;NODATA;0.0%;00:04:12;22.0%;MIL is OFF0 codes;;70.6%;1.0%
1460512421465;42.63827509;-71.08863194;37.0;;14.5psi;194.0F;NODATA;26.3%;NODATA;1371RPM;NODATA;13.53g/s;null;null;NODATA;Gasoline;55.4F;NODATA;29.83mph;NODATA;1.6%;00:04:20;20.4%;MIL is OFF0 codes;;70.6%;1.0%
1460512427503;42.63762256;-71.08899197;37.0;;14.5psi;194.0F;NODATA;61.6%;NODATA;1303RPM;NODATA;12.65g/s;null;null;NODATA;Gasoline;55.4F;NODATA;37.28mph;NODATA;3.1%;00:04:28;20.4%;MIL is OFF0 codes;;66.7%;1.0%
1460512433543;42.63663664;-71.0894088;35.0;;14.5psi;195.8F;NODATA;63.5%;NODATA;1329RPM;NODATA;12.87g/s;null;null;NODATA;Gasoline;55.4F;NODATA;34.80mph;NODATA;0.8%;00:04:34;20.4%;MIL is OFF0 codes;;64.3%;1.0%
1460512439574;42.63584513;-71.08977867;33.0;;14.5psi;195.8F;NODATA;28.2%;NODATA;1297RPM;NODATA;13.51g/s;null;null;NODATA;Gasoline;55.4F;NODATA;34.80mph;NODATA;2.3%;00:04:39;20.4%;MIL is OFF0 codes;;70.2%;1.0%
1460512447608;42.63477167;-71.09024927;36.0;;14.5psi;194.0F;NODATA;61.2%;NODATA;1289RPM;NODATA;12.03g/s;null;null;NODATA;Gasoline;53.6F;NODATA;34.18mph;NODATA;1.6%;00:04:46;20.4%;MIL is OFF0 codes;;65.5%;1.0%
1460512453622;42.63395809;-71.0905496;33.0;;14.6psi;194.0F;NODATA;34.1%;NODATA;1296RPM;NODATA;4.54g/s;null;null;NODATA;Gasoline;55.4F;NODATA;36.66mph;NODATA;-6.2%;00:04:53;16.1%;MIL is OFF0 codes;;69.4%;1.0%
1460512459669;42.63299774;-71.0907904;29.0;;14.5psi;194.0F;NODATA;45.1%;NODATA;1596RPM;NODATA;12.15g/s;null;null;NODATA;Gasoline;53.6F;NODATA;41.63mph;NODATA;3.1%;00:04:59;19.6%;MIL is OFF0 codes;;83.1%;1.0%
1460512465711;42.63207972;-71.09101557;27.0;;14.5psi;194.0F;NODATA;53.7%;NODATA;1231RPM;NODATA;8.79g/s;null;null;NODATA;Gasoline;55.4F;NODATA;39.15mph;NODATA;0.8%;00:05:05;18.0%;MIL is OFF0 codes;;70.2%;1.0%
1460512471747;42.63111778;-71.09134863;26.0;;14.6psi;194.0F;NODATA;39.2%;NODATA;1208RPM;NODATA;4.10g/s;null;null;NODATA;Gasoline;55.4F;NODATA;37.90mph;NODATA;0.0%;00:05:11;16.1%;MIL is OFF0 codes;;80.8%;1.0%
1460512477774;42.63032592;-71.09172537;21.0;;14.6psi;192.2F;NODATA;26.3%;NODATA;1187RPM;NODATA;4.57g/s;null;null;NODATA;Gasoline;57.2F;NODATA;33.55mph;NODATA;0.0%;00:05:17;16.1%;MIL is OFF0 codes;;69.4%;0.0%
1460512485808;42.62930873;-71.09224549;17.0;;14.6psi;190.4F;NODATA;22.4%;NODATA;1600RPM;NODATA;4.89g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.31mph;NODATA;0.0%;00:05:23;16.5%;MIL is OFF0 codes;;71.4%;0.0%
1460512491861;42.62856074;-71.0926005;16.0;;14.5psi;190.4F;NODATA;59.2%;NODATA;1199RPM;NODATA;11.45g/s;null;null;NODATA;Gasoline;53.6F;NODATA;31.69mph;NODATA;1.6%;00:05:31;20.0%;MIL is OFF0 codes;;68.2%;1.0%
1460512497875;42.62790514;-71.09293601;13.0;;14.5psi;190.4F;NODATA;60.0%;NODATA;1660RPM;NODATA;15.78g/s;null;null;NODATA;Gasoline;51.8F;NODATA;27.96mph;NODATA;-0.8%;00:05:37;21.2%;MIL is OFF0 codes;;71.0%;1.0%
1460512503910;42.62725244;-71.09317327;18.0;;14.5psi;192.2F;NODATA;61.2%;NODATA;1641RPM;NODATA;15.51g/s;null;null;NODATA;Gasoline;51.8F;NODATA;27.96mph;NODATA;-0.8%;00:05:43;21.2%;MIL is OFF0 codes;;69.0%;1.0%
1460512509921;42.62655984;-71.09334846;20.0;;14.5psi;194.0F;NODATA;51.8%;NODATA;1428RPM;NODATA;13.75g/s;null;null;NODATA;Gasoline;51.8F;NODATA;29.83mph;NODATA;0.8%;00:05:49;20.4%;MIL is OFF0 codes;;73.7%;1.0%
1460512515950;42.62577654;-71.09355404;20.0;;14.6psi;194.0F;NODATA;52.9%;NODATA;1535RPM;NODATA;11.56g/s;null;null;NODATA;Gasoline;51.8F;NODATA;34.18mph;NODATA;-1.6%;00:05:55;19.6%;MIL is OFF0 codes;;74.1%;0.0%
1460512521970;42.62481363;-71.09373054;17.0;;14.6psi;194.0F;NODATA;26.7%;NODATA;1179RPM;NODATA;4.57g/s;null;null;NODATA;Gasoline;55.4F;NODATA;36.04mph;NODATA;0.0%;00:06:01;16.1%;MIL is OFF0 codes;;69.4%;0.0%
1460512529981;42.62373373;-71.09397037;19.0;;14.6psi;192.2F;NODATA;26.3%;NODATA;1233RPM;NODATA;4.76g/s;null;null;NODATA;Gasoline;55.4F;NODATA;32.31mph;NODATA;0.0%;00:06:07;16.1%;MIL is OFF0 codes;;69.8%;0.0%
1460512535989;42.62341368;-71.09403484;17.0;;14.6psi;188.6F;NODATA;27.1%;NODATA;1081RPM;NODATA;4.76g/s;null;null;NODATA;Gasoline;55.4F;NODATA;17.40mph;NODATA;0.0%;00:06:14;16.1%;MIL is OFF0 codes;;69.4%;0.0%
1460512541996;42.62273815;-71.0941927;10.0;;14.6psi;188.6F;NODATA;55.7%;NODATA;1527RPM;NODATA;14.57g/s;null;null;NODATA;Gasoline;51.8F;NODATA;24.85mph;NODATA;2.3%;00:06:20;20.8%;MIL is OFF0 codes;;72.2%;0.0%
1460512548009;42.62202777;-71.09426939;7.0;;14.5psi;190.4F;NODATA;64.7%;NODATA;1382RPM;NODATA;14.20g/s;null;null;NODATA;Gasoline;51.8F;NODATA;31.07mph;NODATA;-1.6%;00:06:26;20.8%;MIL is OFF0 codes;;65.5%;1.0%
1460512556020;42.62091738;-71.09416589;9.0;;14.5psi;192.2F;NODATA;47.5%;NODATA;1194RPM;NODATA;10.73g/s;null;null;NODATA;Gasoline;51.8F;NODATA;35.42mph;NODATA;-1.6%;00:06:32;19.2%;MIL is OFF0 codes;;80.4%;0.0%
1460512562048;42.62011615;-71.09393074;9.0;;14.6psi;192.2F;NODATA;52.2%;NODATA;1514RPM;NODATA;9.65g/s;null;null;NODATA;Gasoline;51.8F;NODATA;null;NODATA;-7.0%;00:06:40;18.8%;MIL is OFF0 codes;;70.6%;1.0%
1460512570065;42.61908815;-71.09363413;14.0;;14.5psi;192.2F;NODATA;47.5%;NODATA;1285RPM;NODATA;9.56g/s;null;null;NODATA;Gasoline;51.8F;NODATA;33.55mph;NODATA;3.1%;00:06:46;18.8%;MIL is OFF0 codes;;79.6%;0.0%
1460512576098;42.61823261;-71.09337758;9.0;;14.6psi;194.0F;NODATA;42.4%;NODATA;1296RPM;NODATA;4.62g/s;null;null;NODATA;Gasoline;51.8F;NODATA;null;NODATA;0.0%;00:06:54;16.1%;MIL is OFF0 codes;;78.0%;1.0%
1460512582127;42.61740383;-71.09311235;7.0;;14.6psi;192.2F;NODATA;30.6%;NODATA;1336RPM;NODATA;6.14g/s;null;null;NODATA;Gasoline;51.8F;NODATA;33.55mph;NODATA;1.6%;00:07:00;17.3%;MIL is OFF0 codes;;72.2%;0.0%
1460512590169;42.61637782;-71.09279271;1.0;;14.5psi;192.2F;NODATA;61.6%;NODATA;1240RPM;NODATA;12.29g/s;null;null;NODATA;Gasoline;51.8F;NODATA;32.93mph;NODATA;1.6%;00:07:06;20.0%;MIL is OFF0 codes;;67.8%;1.0%
1460512596194;42.61559905;-71.09261334;1.0;;14.6psi;192.2F;NODATA;27.8%;NODATA;1114RPM;NODATA;6.50g/s;null;null;NODATA;Gasoline;51.8F;NODATA;31.69mph;NODATA;-3.9%;00:07:14;16.5%;MIL is OFF0 codes;;69.4%;0.0%
1460512602210;42.61481758;-71.09243215;-2.0;;14.5psi;194.0F;NODATA;64.3%;NODATA;1189RPM;NODATA;11.20g/s;null;null;NODATA;Gasoline;51.8F;NODATA;34.80mph;NODATA;1.6%;00:07:20;19.6%;MIL is OFF0 codes;;65.1%;1.0%
1460512608215;42.61408761;-71.09226404;-1.0;;14.6psi;194.0F;NODATA;30.2%;NODATA;1157RPM;NODATA;4.98g/s;null;null;NODATA;Gasoline;51.8F;NODATA;29.83mph;NODATA;0.0%;00:07:26;16.5%;MIL is OFF0 codes;;70.2%;0.0%
1460512616262;42.61323292;-71.09161764;9.0;;14.6psi;192.2F;NODATA;37.6%;NODATA;1126RPM;NODATA;7.06g/s;null;null;NODATA;Gasoline;51.8F;NODATA;29.20mph;NODATA;3.9%;00:07:32;17.6%;MIL is OFF0 codes;;77.3%;0.0%
1460512624297;42.61290203;-71.09180902;3.0;;14.6psi;190.4F;NODATA;28.2%;NODATA;985RPM;NODATA;5.85g/s;null;null;NODATA;Gasoline;50.0F;NODATA;14.91mph;NODATA;-2.3%;00:07:39;16.5%;MIL is OFF0 codes;;69.0%;0.0%
1460512630323;42.61283964;-71.09254419;1.0;;14.6psi;192.2F;NODATA;66.7%;NODATA;1632RPM;NODATA;17.81g/s;null;null;NODATA;Gasoline;50.0F;NODATA;24.85mph;NODATA;0.8%;00:07:47;22.4%;MIL is OFF0 codes;;67.1%;1.0%
1460512636346;42.61270008;-71.09350288;-2.0;;14.6psi;194.0F;NODATA;59.2%;NODATA;1431RPM;NODATA;13.10g/s;null;null;NODATA;Gasoline;50.0F;NODATA;29.83mph;NODATA;-2.3%;00:07:53;20.4%;MIL is OFF0 codes;;68.2%;1.0%
1460512644389;42.61192959;-71.09444112;-9.0;;14.6psi;195.8F;NODATA;67.8%;NODATA;1089RPM;NODATA;11.70g/s;null;null;NODATA;Gasoline;51.8F;NODATA;33.55mph;NODATA;-1.6%;00:07:59;20.0%;MIL is OFF0 codes;;64.7%;0.0%
1460512650411;42.61170727;-71.09523593;-11.0;;14.6psi;194.0F;NODATA;25.1%;NODATA;1286RPM;NODATA;4.75g/s;null;null;NODATA;Gasoline;51.8F;NODATA;25.48mph;NODATA;0.0%;00:08:07;16.1%;MIL is OFF0 codes;;70.2%;0.0%
1460512658418;42.61182911;-71.09648112;-6.0;;14.6psi;192.2F;NODATA;44.3%;NODATA;1579RPM;NODATA;11.84g/s;null;null;NODATA;Gasoline;50.0F;NODATA;29.83mph;NODATA;2.3%;00:08:14;19.6%;MIL is OFF0 codes;;84.7%;0.0%
1460512664427;42.61183524;-71.09744457;-6.0;;14.6psi;194.0F;NODATA;49.8%;NODATA;1166RPM;NODATA;4.70g/s;null;null;NODATA;Gasoline;51.8F;NODATA;27.96mph;NODATA;0.0%;00:08:21;16.1%;MIL is OFF0 codes;;65.5%;1.0%
